Site;Annee;nom_protocole;groupe_taxonomique;espece;effectifs
MECHO;2019;Transect arthropodes P1;Hétéroptères;Nysius;3
GOOPL;2019;Transect arthropodes P1;Hétéroptères;Nyius;3
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Heteroptera;Nezara viridula;3
BOUTOU;2019;Transect arthropodes P1;Hétéroptères;Nabis;3
CARON;2019;Plaques;Hyménoptères;Myrmica scabrinodis;3
ALBAR;2018;Transect arthropode Session 1;Diptera;Minettia;3
MECHO;2019;Transect arthropodes P1;Coléoptères;Microlestes;3
ALBAR;2019;Transect arthropodes P1;Hétéroptères;Metopoplax ditomoides;3
ALBAR;2017;Transect arthropode Session 1;Coleoptera;Meligethes;3
ALBAR;2017;Transect arthropode Session 1;Arachnida;Mangora acalypha;3
OLSER;2017;Transect arthropode Session 2;Heteroptera;Lygus pratensis;3
FRANK;2018;Transect arthropode Session 1;Heteroptera;Lygus pratensis;3
FRANK;2019;Transect arthropodes P1;Hétéroptères;Lygus;3
FRANK;2019;Transect arthropodes P2;Coléoptères;Longitarsus;3
CIMOD;2017;Transect arthropode Session 1;Hymenoptera;Lasius niger;3
ECOBIO_BOIS;2017;Transect arthropode Session 1;Hymenoptera;Lasius niger;3
BOUHOP;2017;Transect arthropode Session 1;Hymenoptera;Lasius niger;3
CIMOD;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;3
FAUTEM;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;3
PROMA;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;3
CIROB;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;3
GTMBA;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum morio;3
GTMBA;2017;Transect arthropode Session 2;Hymenoptera;Lasioglossum morio;3
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Hymenoptera;Lasioglossum leucozonium;3
CARON;2019;Transect arthropodes P2;Chilopodes;Lamyctes emarginatus;3
CIROB;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;3
MOZIN_AVEC_GESTION;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;3
GOOPL;2017;Transect arthropode Session 1;Arachnida;Heliophanus;3
FAUTEM;2017;Transect arthropode Session 1;Coleoptera;Harmonia axyridis;3
ECOBIO_BOIS;2017;Transect arthropode Session 1;Dermaptera;Forficula auricularia;3
ALBAR;2018;Transect arthropode Session 1;Diptera;Eupeodes corollae;3
ECOBIO_BOIS;2017;Transect arthropode Session 1;Arachnida;Enoplognatha;3
PAREX;2017;Transect arthropode Session 2;Blattoptera;Ectobius vinzi;3
BOUTOU;2018;Transect arthropode Session 1;Blattoptera;Ectobius vinzi;3
CHAVIN;2018;Transect arthropode Session 1;Diptera;Delia;3
SEINE;2019;Transect arthropodes P1;Coléoptères;Corticaria;3
PROMA;2017;Transect arthropode Session 1;Mollusca;Cornu aspersum;3
GOOPL;2018;Transect arthropode Session 2;Heteroptera;Corizus hyoscyami hyoscyami;3
CIMOD;2017;Transect arthropode Session 1;Orthoptera;Chorthippus;3
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;3
PERIS;2018;Transect arthropode Session 2;Heteroptera;Chlamydatus evanescens;3
ANTHEU;2018;Transect arthropode Session 2;Heteroptera;Chlamydatus evanescens;3
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Lepidoptera;Carcharodus alceae;3
WWF;2017;Transect arthropode Session 2;Mollusca;Candidula intersecta;3
MECHO;2018;Transect arthropode Session 1;Coleoptera;Bembidion;3
AMROU;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;3
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Homoptera;Aphrodes;3
CIROB;2019;Transect arthropodes P1;Homoptères;Aphrodes;3
PROMA;2017;Transect arthropode Session 2;Coleoptera;Amara;3
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Heteroptera;Aelia acuminata;3
WWF;2019;Transect arthropodes P1;Hétéroptères;Aelia acuminata;3
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Heteroptera;Adelphocoris lineolatus;3
ECOBIO_BOIS;2019;Transect arthropodes P2;Homoptères;NA;3
ANTHEU;2019;Transect arthropodes P1;Homoptères;NA;3
ANTHEU;2019;Transect arthropodes P1;Collemboles;NA;3
BOUCHA;2019;Transect arthropodes P1;Homoptères;NA;3
CHAVIN;2019;Transect arthropodes P1;Homoptères;NA;3
CIROB;2019;Transect arthropodes P1;Diptères;NA;3
ECOBIO_PRAIRIE;2019;Transect arthropodes P1;Homoptères;NA;3
EIDER;2019;Transect arthropodes P1;Homoptères;NA;3
GOOPL;2019;Transect arthropodes P1;Diptères;NA;3
KELLER;2019;Transect arthropodes P1;Mollusqua;NA;3
PROMA;2019;Transect arthropodes P1;Homoptères;NA;3
ROROLL;2019;Transect arthropodes P1;Homoptères;NA;3
SEINE;2019;Transect arthropodes P1;Homoptères;NA;3
SIBUET;2019;Transect arthropodes P1;Homoptères;NA;3
ALBAR;2019;Transect arthropodes P2;Araneae;NA;3
BOUTOU;2019;Transect arthropodes P2;Homoptères;NA;3
PROMA;2019;Transect arthropodes P2;Homoptères;NA;3
ROROL;2019;Transect arthropodes P2;Hétéroptères;NA;3
SEINE;2019;Transect arthropodes P2;Homoptères;NA;3
FRANK ;2019;Transect arthropodes P2;Araneae;Xysticus ;4
ALBAR;2019;Transect arthropodes P2;Araneae;Xysticus;4
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Diptera;Tricimba;4
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Diptera;Thereva;4
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Diptera;Thecophora atra;4
PULMA;2019;Transect arthropodes P2;Diptères;Thecophora atra;4
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Diptera;Thaumatomyia notata;4
WWF;2019;Transect arthropodes P2;Orthoptères;Tettigonia viridissima;4
BOUTOU;2019;Transect arthropodes P1;Hyménoptères;Tetramorium;4
GOOPL;2017;Transect arthropode Session 1;Arachnida;Tenuiphantes tenuis;4
ALBAR;2018;Transect arthropode Session 1;Arachnida;Tenuiphantes;4
PULMA;2017;Transect arthropode Session 1;Hymenoptera;Tapinoma nigerrimum;4
MECHO;2018;Transect arthropode Session 2;Heteroptera;Stictopleurus abutilon;4
GOOPL;2019;Transect arthropodes P2;Diptères;Sphaerophoria scripta;4
BOUTOU;2017;Transect arthropode Session 1;Arachnida;Runcinia grammica;4
MECHO;2018;Transect arthropode Session 2;Arachnida;Runcinia grammica;4
CIROB;2019;Transect arthropodes P2;Araneae;Runcinia grammica;4
CIROB;2017;Transect arthropode Session 2;Heteroptera;Rhopalus subrufus;4
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Coléoptères;Rhopalapion longirostre;4
PULMA;2018;Transect arthropode Session 2;Heteroptera;Pyrrhocoris apterus;4
GRENEL;2019;Transect arthropodes P1;Isopodes;Porcellio scaber;4
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Isopodes;Porcellio scaber;4
GOOPL;2017;Transect arthropode Session 1;Odonata;Platycnemis pennipes;4
GOOPL;2019;Transect arthropodes P2;Odonates;Platycnemis pennipes;4
CHAVIN;2019;Transect arthropodes P1;Homoptères;Philaenus spumarius;4
AMROU;2018;Transect arthropode Session 1;Diptera;Pherbellia cinerella;4
EIDER;2019;Transect arthropodes P2;Diptères;Pherbellia cinerella;4
GTMBA;2019;Transect arthropodes P2;Diptères;Pherbellia cinerella;4
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Hétéroptères;Oxycarenus lavaterae;4
FAUTEM;2019;Transect arthropodes P2;Polydesmida;Oxidus gracilis;4
SEINE;2019;Transect arthropodes P1;Coléoptères;Oedemera nobilis;4
CIROB;2017;Transect arthropode Session 2;Heteroptera;Nysius immunis;4
FONTA;2017;Transect arthropode Session 2;Heteroptera;Nysius immunis;4
PERIS;2017;Transect arthropode Session 2;Heteroptera;Nysius immunis;4
BOUCHA;2018;Transect arthropode Session 1;Heteroptera;Nysius immunis;4
FRANK;2019;Transect arthropodes P1;Hétéroptères;Nysius immunis;4
LUAUB;2019;Transect arthropodes P2;Hétéroptères;Nysius immunis;4
ROROL;2019;Transect arthropodes P2;Hétéroptères;Nysius immunis;4
BOUCHA;2017;Transect arthropode Session 1;Heteroptera;Nysius graminicola;4
MECHO;2017;Transect arthropode Session 2;Heteroptera;Nysius graminicola;4
GTMBA;2017;Transect arthropode Session 2;Heteroptera;Nysius graminicola;4
PAREX;2019;Transect arthropodes P1;Hétéroptères;Nysius graminicola;4
GTMBA WILD;2019;Transect arthropodes P2;Hétéroptères;Nysius graminicola;4
SIBUET;2019;Transect arthropodes P2;Hétéroptères;Nysius graminicola;4
RUWAT;2017;Transect arthropode Session 2;Heteroptera;Nysius;4
SIBUET;2017;Transect arthropode Session 2;Heteroptera;Nysius;4
ALBAR;2019;Transect arthropodes P1;Hétéroptères;Nysius;4
PROMA;2019;Transect arthropodes P2;Hétéroptères;Nysius;4
KELLER;2019;Transect arthropodes P2;Hétéroptères;Nezera viridula;4
GOOPL;2017;Transect arthropode Session 1;Heteroptera;Nezara viridula;4
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Araneae;Neottiura bimaculata;4
GTMBA;2017;Transect arthropode Session 1;Heteroptera;Nabis;4
CHAVIN;2017;Transect arthropode Session 1;Heteroptera;Nabis;4
ECOBIO_BOIS;2019;Transect arthropodes P1;Hyménoptères;Myrmica scabrinodis;4
GTMBA;2017;Transect arthropode Session 2;Mollusca;Monacha;4
ALBAR;2019;Transect arthropodes P1;Diptères;Minettia;4
ROROL;2018;Transect arthropode Session 1;Arachnida;Mangora acalypha;4
KELLER;2019;Transect arthropodes P1;Araneae;Mangora acalypha;4
PAREX;2017;Transect arthropode Session 2;Heteroptera;Lygus pratensis;4
BOUHOP;2017;Transect arthropode Session 2;Heteroptera;Lygus pratensis;4
MECHO;2018;Transect arthropode Session 2;Heteroptera;Lygus pratensis;4
CARON;2019;Transect arthropodes P2;Hyménoptères;Lasius niger ;4
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Hymenoptera;Lasius niger;4
MECHO;2018;Plaques;Hymenoptera;Lasius niger;4
CHAVIN;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;4
ECOBIO_PRAIRIE;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;4
MECHO;2019;Plaques;Hyménoptères;Lasius;4
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum quadrinotatum;4
GTMBA;2017;Transect arthropode Session 1;Hymenoptera;Lasioglossum minutulum;4
PAREX;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum leucozonium;4
PULMA;2019;Transect arthropodes P2;Hyménoptères;Lasioglossum laticeps;4
GRENEL;2019;Transect arthropodes P1;Homoptères;Javesella pellucida;4
FRANK;2017;Transect arthropode Session 1;Coleoptera;Hippodamia variegata;4
CIROB;2017;Transect arthropode Session 1;Heteroptera;Himacerus mirmicoides;4
GOOPL;2017;Transect arthropode Session 2;Heteroptera;Graphosoma italicum;4
PERIS;2018;Transect arthropode Session 1;Homoptera;Eupteryx decemnotata;4
CIROB;2017;Transect arthropode Session 1;Blattoptera;Ectobius vinzi;4
OLSER;2019;Transect arthropodes P2;Hétéroptères;Dolychoris baccarum;4
AMROU;2017;Transect arthropode Session 1;Homoptera;Circulifer haematoceps;4
SEINE;2019;Transect arthropodes P2;Orthoptères;Chothippus brunneus;4
CHAVIN;2019;Transect arthropodes P1;Orthoptères;Chortippus;4
RUWAT;2019;Transect arthropodes P1;Orthoptères;Chortippus;4
GTMBA;2019;Transect arthropodes P2;Orthoptères;Chortippus;4
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Orthoptères;Chorthippus brunneus;4
RUWATT;2019;Transect arthropodes P2;Orthoptères;Chorthippus;4
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Diptères;Chloromyia formosa;4
PAREX;2019;Transect arthropodes P1;Hétéroptères;Chlamydatus evanescens;4
RUWAT;2018;Transect arthropode Session 1;Arachnida;Chalcoscirtus infimus;4
CIROB;2017;Transect arthropode Session 1;Mollusca;Cernuella aginnica;4
SIBUET;2017;Transect arthropode Session 2;Mollusca;Candidula intersecta;4
GRENEL;2018;Transect arthropode Session 2;Homoptera;Asiraca clavicornis;4
GRENEL;2019;Transect arthropodes P1;Homoptères;Asiraca clavicornis;4
PULMA;2019;Transect arthropodes P2;Isopodes;Armadillidium depressum;4
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Coleoptera;Altica;4
GOOPL;2019;Transect arthropodes P1;Hétéroptères;Aelia acuminata;4
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Hétéroptères;Aelia acuminata;4
ALBAR;2018;Transect arthropode Session 1;Coleoptera;Acupalpus;4
ANTHEU;2019;Transect arthropodes P1;Homoptères;NA;4
CARON;2019;Transect arthropodes P1;Hétéroptères;NA;4
CHAVIN;2019;Transect arthropodes P1;Homoptères;NA;4
FAUTEM;2019;Transect arthropodes P1;Diptères;NA;4
GTMBA;2019;Transect arthropodes P1;Homoptères;NA;4
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Orthoptères;NA;4
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Araneae;NA;4
PROMA;2019;Transect arthropodes P1;Diptères;NA;4
SEINE;2019;Transect arthropodes P1;Collemboles;NA;4
GOOPL;2019;Transect arthropodes P2;Orthoptères;NA;4
PULMA;2019;Transect arthropodes P2;Araneae;NA;4
SIBUET;2019;Transect arthropodes P2;Diptères;NA;4
BOUTOU;2019;Transect arthropodes P1;Araneae;Xysticus;5
OLSER;2017;Transect arthropode Session 1;Orthoptera;Tettigonia viridissima;5
BOUTOU;2018;Transect arthropode Session 1;Hymenoptera;Tetramorium;5
SEINE;2019;Transect arthropodes P1;Diptères;Sapromyza sexpunctata ;5
GTMBA;2017;Transect arthropode Session 1;Arachnida;Runcinia grammica;5
MECHO;2019;Transect arthropodes P2;Araneae;Runcinia grammica;5
BOUTOU;2019;Transect arthropodes P2;Homoptères;Psammotettix;5
MOZIN_AVEC_GESTION;2019;Transect arthropodes P2;Coléoptères;Protapion trifolii;5
OLSER;2017;Transect arthropode Session 1;Homoptera;Philaenus spumarius;5
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Homoptera;Philaenus spumarius;5
FRANK;2019;Transect arthropodes P1;Homoptères;Philaenus spumarius;5
SEINE;2019;Transect arthropodes P1;Homoptères;Philaenus spumarius;5
EIDER;2019;Transect arthropodes P1;Diptères;Pherbellia cinerella;5
OLSER;2017;Transect arthropode Session 2;Heteroptera;Nysius immunis;5
CIROB;2018;Transect arthropode Session 1;Heteroptera;Nysius immunis;5
RUWAT;2017;Transect arthropode Session 1;Heteroptera;Nysius graminicola;5
PROMA;2019;Transect arthropodes P1;Hétéroptères;Nysius graminicola;5
AMROU;2019;Transect arthropodes P2;Hétéroptères;Nysius graminicola;5
GTMBA WILD;2019;Transect arthropodes P1;Hétéroptères;Nysius ;5
BOUTOU;2019;Transect arthropodes P1;Hétéroptères;Nysius;5
ROROLL;2019;Transect arthropodes P1;Hétéroptères;Nysius;5
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Arachnida;Neottiura bimaculata;5
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Araneae;Mangora acalypha;5
FRANK;2017;Transect arthropode Session 2;Heteroptera;Lygus pratensis;5
ECOBIO_BOIS;2017;Transect arthropode Session 2;Coleoptera;Longitarsus;5
AMROU;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;5
FAUTEM;2019;Transect arthropodes P1;Hyménoptères;Lasius niger;5
FAUTEM;2019;Transect arthropodes P2;Hyménoptères;Lasius niger;5
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Lepidoptera;Lasiommata maera;5
OLSER;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;5
LUAUB;2019;Transect arthropodes P2;Araneae;Heliophanus;5
OLSER;2017;Transect arthropode Session 2;Hymenoptera;Halictus maculatus;5
PAREX;2019;Transect arthropodes P2;Hétéroptères;Geocoris megacephalus;5
CIMOD;2017;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;5
CIMOD;2018;Transect arthropode Session 1;Coleoptera;Coccinella septempunctata;5
MUENT;2017;Transect arthropode Session 1;Homoptera;Circulifer haematoceps;5
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Orthoptera;Chorthippus;5
OLSER;2019;Transect arthropodes P2;Orthoptères;Chorthippus;5
PERIS;2017;Transect arthropode Session 2;Heteroptera;Chlamydatus pullus;5
ANTHEU;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;5
FONTA;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;5
ROROL;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus evanescens;5
AMROU;2017;Transect arthropode Session 2;Mollusca;Candidula intersecta;5
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Coléoptères;Calathus cinctus;5
CIROB;2019;Transect arthropodes P2;Coléoptères;Axinotarsus pulicarius;5
CHAVIN;2019;Transect arthropodes P1;Isopodes;Armadillidium nasatum;5
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Lepidoptera;Aricia agestis;5
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Heteroptera;Arenocoris waltlii;5
CIROB;2017;Transect arthropode Session 1;Coleoptera;Altica;5
ANTHEU;2019;Transect arthropodes P1;Homoptères;NA;5
BOUTOU;2019;Transect arthropodes P1;Diptères;NA;5
ECOBIO_BOIS;2019;Transect arthropodes P1;Homoptères;NA;5
SEINE;2019;Transect arthropodes P1;Diptères;NA;5
SEINE;2019;Transect arthropodes P1;Diptères;NA;5
BOUCHA;2019;Transect arthropodes P2;Diptères;NA;5
CARON;2019;Transect arthropodes P2;Diptères;NA;5
KELLER;2019;Transect arthropodes P2;Araneae;Xysticus;6
GTMBA;2018;Transect arthropode Session 1;Hymenoptera;Tetramorium;6
GTMBA;2019;Transect arthropodes P2;Hyménoptères;Tetramorium;6
PULMA;2019;Transect arthropodes P2;Hyménoptères;Tapinoma;6
CHAVIN;2017;Transect arthropode Session 1;Arachnida;Runcinia grammica;6
GOOPL;2017;Transect arthropode Session 2;Heteroptera;Rhopalus subrufus;6
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Hétéroptères;Pyrrhocoris apterus;6
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Homoptera;Philaenus spumarius;6
GTMBA;2017;Transect arthropode Session 1;Homoptera;Philaenus spumarius;6
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Heteroptera;Nysius graminicola;6
PULMA;2017;Transect arthropode Session 1;Heteroptera;Nysius graminicola;6
PERIS;2019;Transect arthropodes P2;Hétéroptères;Nysius ;6
GTMBA;2017;Transect arthropode Session 1;Heteroptera;Nysius;6
LUAUB;2019;Transect arthropodes P1;Hétéroptères;Nysius;6
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Hyménoptères;Lasioglossum laticeps;6
MECHO;2019;Transect arthropodes P2;Coléoptères;Hippodamia variegata;6
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Diptères;Chloromyia formosa;6
ROROL;2019;Transect arthropodes P2;Hétéroptères;Chlamydatus pullus;6
BOUCHA;2017;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;6
PROMA;2017;Transect arthropode Session 1;Mollusca;Cepaea nemoralis;6
EIDER;2017;Transect arthropode Session 2;Mollusca;Candidula intersecta;6
ECOBIO_BOIS;2019;Transect arthropodes P2;Hétéroptères;Campyloneura virgula;6
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Coléoptères;Calathus cinctus;6
MOZIN_AVEC_GESTION;2019;Transect arthropodes P2;Coléoptères;Bruchidius;6
CIROB;2017;Transect arthropode Session 1;Homoptera;Aphrodes makarovi;6
MECHO;2019;Transect arthropodes P2;Homoptères;Anaceratagallia;6
CIROB;2019;Transect arthropodes P1;Homoptères;NA;6
GTMBA;2019;Transect arthropodes P1;Homoptères;NA;6
MUENT;2019;Transect arthropodes P1;Homoptères;NA;6
ROROLL;2019;Transect arthropodes P1;Orthoptères;NA;6
SEINE;2019;Transect arthropodes P1;Thynasoptera;NA;6
LUAUB;2019;Transect arthropodes P2;Homoptères;NA;6
AMROU;2017;Transect arthropode Session 2;Isopoda;Porcellio scaber;7
GTMBA;2019;Transect arthropodes P2;Homoptères;Philaenus spumarius;7
WWF;2017;Transect arthropode Session 1;Orthoptera;Phaneroptera;7
SIBUET;2019;Transect arthropodes P1;Hétéroptères;Nysius;7
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Heteroptera;Lygus pratensis;7
GOOPL;2017;Transect arthropode Session 2;Heteroptera;Lygus pratensis;7
GTMBA;2017;Transect arthropode Session 1;Coleoptera;Hippodamia variegata;7
SIBUET;2017;Transect arthropode Session 1;Heteroptera;Halticus apterus;7
GTMBA;2017;Transect arthropode Session 1;Coleoptera;Cryptocephalus pusillus;7
CHAVIN;2019;Transect arthropodes P1;Coléoptères;Cryptocephalus pusillus;7
OLSER;2019;Transect arthropodes P2;Hétéroptères;Corizus hyoscyanmi;7
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Orthoptères;Chortippus;7
SEINE;2019;Transect arthropodes P1;Orthoptères;Chorthippus dorsatus;7
MOZIN_AVEC_GESTION;2019;Transect arthropodes P2;Orthoptères;Chorthippus;7
ALBAR;2018;Transect arthropode Session 1;Heteroptera;Chlamydatus evanescens;7
GTMBA;2017;Transect arthropode Session 1;Coleoptera;Bruchidius imbricornis;7
GOOPL;2017;Transect arthropode Session 1;Homoptera;Aphrodes;7
GTMBA WILD;2019;Transect arthropodes P2;Coléoptères;Altica;7
BOUTOU;2019;Transect arthropodes P1;Homoptères;NA;7
LUAUB;2019;Transect arthropodes P1;Diptères;NA;7
RUWAT;2019;Transect arthropodes P1;Homoptères;NA;7
MECHO;2019;Transect arthropodes P2;Arachnides;NA;7
PROMA;2019;Transect arthropodes P2;Diptères;NA;7
ROROL;2019;Transect arthropodes P2;Homoptères;NA;7
SIBUET;2019;Transect arthropodes P2;Collemboles;NA;7
GTMBA;2019;Transect arthropodes P1;Homoptères;Philaenus spumarius;8
ALBAR;2017;Transect arthropode Session 2;Heteroptera;Nysius immunis;8
FAUTEM;2017;Transect arthropode Session 1;Heteroptera;Nysius graminicola;8
